0.137,4.197509766
0.138,2.575866699
0.139,1.449462891
0.14,1
0.141,-0.458557129
0.142,-0.921936035
0.143,-0.34967041
0.144,1
0.145,0.957885742
0.146,1.164855957
0.147,1.539367676
0.148,2
0.149,0.800231934
0.15,0.080444336
0.151,0.140625
0.152,1
0.153,0.686401367
0.154,0.882507324
0.155,1.406738281
0.156,2
0.157,0.75189209
0.158,-0.236633301
0.159,-0.566162109
0.16,0
0.161,-0.272094727
0.162,0.477600098
0.163,2.059509277
0.164,4
0.165,4.01763916
0.166,3.794128418
0.167,3.409729004
0.168,3
0.169,1.00769043
0.17,-0.314819336
0.171,-0.648254395
0.172,0
0.173,-0.366088867
0.174,-0.038208008
0.175,0.835205078
0.176,2
0.177,1.477600098
0.178,1.208740234
0.179,1.372009277
0.18,2
0.181,1.262451172
0.182,1.055297852
0.183,1.371582031
0.184,2
0.185,0.920715332
0.186,-0.018432617
0.187,-0.685913086
0.188,-1
0.189,-2.631591797
0.19,-3.447631836
0.191,-3.217773438
0.192,-2
0.193,-1.810668945
0.194,-0.959228516
0.195,0.398010254
0.196,2
0.197,1.866943359
0.198,1.918334961
0.199,2.302368164
0.2,3
0.201,2.123291016
0.202,1.515075684
0.203,1.177856445
0.204,1
0.205,-0.851806641
0.206,-2.305236816
0.207,-3.059814453
0.208,-3
0.209,-3.93371582
0.21,-3.996826172
0.211,-3.262023926
0.212,-2
0.213,-2.262573242
0.214,-2.219177246
0.215,-1.784301758
0.216,-1
0.217,-1.744506836
0.218,-2.15057373
0.219,-2.199279785
0.22,-2
0.221,-3.394897461
0.222,-4.339599609
0.223,-4.566589355
0.224,-4
0.225,-4.484741211
0.226,-4.20892334
0.227,-3.284362793
0.228,-2
0.229,-2.391967773
0.23,-2.594177246
0.231,-2.467041016
0.232,-2
0.233,-3.032592773
0.234,-3.692993164
0.235,-3.972473145
0.236,-4
0.237,-5.63092041
0.238,-6.828918457
0.239,-7.31817627
0.24,-7
0.241,-7.686462402
0.242,-7.514831543
0.243,-6.540893555
0.244,-5
0.245,-4.89831543
0.246,-4.377746582
0.247,-3.370910645
0.248,-2
0.249,-2.270385742
0.25,-2.467651367
0.251,-2.672546387
0.252,-3
0.253,-5.183288574
0.254,-7.005859375
0.255,-8.011352539
0.256,-8
0.257,-8.804016113
0.258,-8.711120605
0.259,-7.977050781
0.26,-7
0.261,-7.822509766
0.262,-8.46484375
0.263,-8.591430664
0.264,-8
0.265,-8.436218262
0.266,-8.082763672
0.267,-7.131652832
0.268,-6
0.269,-6.824584961
0.27,-7.758728027
0.271,-8.557922363
0.272,-9
0.273,-10.6630249
0.274,-11.43707275
0.275,-11.17260742
0.276,-10
0.277,-9.924621582
0.278,-9.179138184
0.279,-7.803222656
0.28,-6
0.281,-5.808959961
0.282,-5.514343262
0.283,-5.193115234
0.284,-5
0.285,-6.765686035
0.286,-8.40625
0.287,-9.556152344
0.288,-10
0.289,-11.41497803
0.29,-11.84094238
0.291,-11.28234863
0.292,-10
0.293,-10.08764648
0.294,-9.793395996
0.295,-9.085449219
0.296,-8
0.297,-8.337890625
0.298,-8.13659668
0.299,-7.30682373
0.3,-6
0.301,-6.242980957
0.302,-6.297058105
0.303,-6.186828613
0.304,-6
0.305,-7.524475098
0.306,-8.691711426
0.307,-9.214172363
0.308,-9
0.309,-9.86126709
0.31,-9.928283691
0.311,-9.231384277
0.312,-8
0.313,-8.270507813
0.314,-8.22857666
0.315,-7.796813965
0.316,-7
0.317,-7.667419434
0.318,-7.8828125
0.319,-7.602539063
0.32,-7
0.321,-8.083251953
0.322,-9.022521973
0.323,-9.693847656
0.324,-10
0.325,-11.57287598
0.326,-12.22406006
0.327,-11.67755127
0.328,-10
0.329,-9.293762207
0.33,-8.01763916
0.331,-6.47064209
0.332,-5
0.333,-5.575500488
0.334,-6.151306152
0.335,-6.360351563
0.336,-6
0.337,-6.83026123
0.338,-7.002197266
0.339,-6.62689209
0.34,-6
0.341,-7.140441895
0.342,-8.067016602
0.343,-8.43927002
0.344,-8
0.345,-8.389770508
0.346,-7.612121582
0.347,-5.697937012
0.348,-3
0.349,-1.771484375
0.35,-0.42755127
0.351,0.893005371
0.352,2
0.353,0.970214844
0.354,-0.214660645
0.355,-1.280761719
0.356,-2
0.357,-3.901733398
0.358,-4.697143555
0.359,-4.043273926
0.36,-2
0.361,-0.75579834
0.362,1.113220215
0.363,3.174072266
0.364,5
0.365,4.624023438
0.366,4.199890137
0.367,4.228637695
0.368,5
0.369,4.730041504
0.37,5.165344238
0.371,6.054138184
0.372,7
0.373,5.962280273
0.374,5.007995605
0.375,4.584838867
0.376,5
0.377,4.540710449
0.378,5.05480957
0.379,6.347045898
0.38,8
0.381,7.868530273
0.382,7.841064453
0.383,8.169494629
0.384,9
0.385,8.544799805
0.386,8.655151367
0.387,9.229492188
0.388,10
0.389,8.986755371
0.39,8.247436523
0.391,8.170593262
0.392,9
0.393,8.984619141
0.394,9.979919434
0.395,11.79669189
0.396,14
0.397,14.37664795
0.398,14.7331543
0.399,15.23675537
0.4,16
0.401,15.27020264
0.402,15.03253174
0.403,15.33148193
0.404,16
0.405,15.05761719
0.406,14.45880127
0.407,14.41210938
0.408,15
0.409,14.42407227
0.41,14.61071777
0.411,15.54736328
0.412,17
0.413,16.90301514
0.414,17.05310059
0.415,17.45922852
0.416,18
0.417,16.74157715
0.418,15.58306885
0.419,14.64874268
0.42,14
0.421,11.98059082
0.422,10.80218506
0.423,10.79998779
0.424,12
0.425,12.39575195
0.426,13.59259033
0.427,15.26885986
0.428,17
0.429,16.73016357
0.43,16.440979
0.431,16.45751953
0.432,17
0.433,16.39453125
0.434,16.59899902
0.435,17.5680542
0.436,19
0.437,18.78826904
0.438,18.70837402
0.439,18.79736328
0.44,19
0.441,17.46032715
0.442,16.10345459
0.443,14.98260498
0.444,14
0.445,11.30194092
0.446,8.924743652
0.447,7.123413086
0.448,6
0.449,3.788513184
0.45,2.426940918
0.451,1.90802002
0.452,2
0.453,0.657592773
0.454,-0.306030273
0.455,-0.843933105
0.456,-1
0.457,-2.596008301
0.458,-3.652709961
0.459,-4.080200195
0.46,-4
0.461,-5.373962402
0.462,-6.352661133
0.463,-6.88104248
0.464,-7
0.465,-8.506469727
0.466,-9.386962891
0.467,-9.511230469
0.468,-9
0.469,-9.881164551
0.47,-10.43414307
0.471,-10.75756836
0.472,-11
0.473,-12.96313477
0.474,-14.49230957
0.475,-15.22015381
0.476,-15
0.477,-15.65814209
0.478,-15.3916626
0.479,-14.38244629
0.48,-13
0.481,-13.33935547
0.482,-13.53662109
0.483,-13.44085693
0.484,-13
0.485,-13.99456787
0.486,-14.48370361
0.487,-14.43701172
0.488,-14
0.489,-15.07147217
0.49,-15.69018555
0.491,-15.67028809
0.492,-15
0.493,-15.54034424
0.494,-15.48419189
0.495,-14.90136719
0.496,-14
0.497,-14.67944336
0.498,-14.99932861
0.499,-14.77386475
0.5,-14
0.501,-14.5355835
0.502,-14.62841797
0.503,-14.38018799
0.504,-14
0.505,-15.31237793
0.506,-16.28601074
0.507,-16.57678223
0.508,-16
0.509,-16.23571777
0.51,-15.48516846
0.511,-13.9274292
0.512,-12
0.513,-11.87420654
0.514,-11.87939453
0.515,-11.94702148
0.516,-12
0.517,-13.66918945
0.518,-14.83795166
0.519,-15.26867676
0.52,-15
0.521,-16.0267334
0.522,-16.53137207
0.523,-16.49206543
0.524,-16
0.525,-17.05328369
0.526,-17.63293457
0.527,-17.58544922
0.528,-17
0.529,-18.12805176
0.53,-19.13238525
0.531,-20.04431152
0.532,-21
0.533,-24.15863037
0.534,-27.31072998
0.535,-30.02313232
0.536,-32
0.537,-35.14123535
0.538,-37.32281494
0.539,-38.50830078
0.54,-39
0.541,-41.18994141
0.542,-43.42181396
0.543,-45.71948242
0.544,-48
0.545,-51.76806641
0.546,-54.56933594
0.547,-55.75915527
0.548,-55
0.549,-53.97033691
0.55,-50.93395996
0.551,-46.12976074
0.552,-40
0.553,-34.63922119
0.554,-28.28607178
0.555,-20.78161621
0.556,-12
0.557,-3.545166016
0.558,6.660705566
0.559,18.840271
0.56,33
0.561,47.32409668
0.562,63.66540527
0.563,81.99914551
0.564,102
0.565,121.3695068
0.566,141.3363037
0.567,161.1881104
0.568,180
0.569,195.1206055
0.57,207.758667
0.571,217.515625
0.572,224
0.573,225.1468506
0.574,222.6311035
0.575,216.3356934
0.576,206
0.577,189.7001953
0.578,169.4549561
0.579,145.9074707
0.58,120
0.581,91.29748535
0.582,63.24249268
0.583,37.44274902
0.584,15
0.585,-5.265686035
0.586,-21.38916016
0.587,-33.50006104
0.588,-42
0.589,-48.97802734
0.59,-52.74914551
0.591,-53.32183838
0.592,-51
0.593,-48.14483643
0.594,-43.75762939
0.595,-38.73516846
0.596,-34
0.597,-31.87677002
0.598,-30.48474121
0.599,-29.34777832
0.6,-28
0.601,-27.9085083
0.602,-27.0526123
0.603,-25.59228516
0.604,-24
0.605,-24.50653076
0.606,-25.16687012
0.607,-25.74151611
0.608,-26
0.609,-27.59570313
0.61,-28.24450684
0.611,-27.94671631
0.612,-27
0.613,-27.59057617
0.614,-27.62365723
0.615,-27.05993652
0.616,-26
0.617,-26.45355225
0.618,-26.34674072
0.619,-25.77886963
0.62,-25
0.621,-25.98535156
0.622,-26.58807373
0.623,-26.59173584
0.624,-26
0.625,-26.73309326
0.626,-27.04528809
0.627,-27.06536865
0.628,-27
0.629,-28.64221191
0.63,-29.92431641
0.631,-30.43829346
0.632,-30
0.633,-30.39038086
0.634,-29.98553467
0.635,-29.05230713
0.636,-28
0.637,-28.83465576
0.638,-29.65270996
0.639,-30.12005615
0.64,-30
0.641,-30.91900635
0.642,-30.98956299
0.643,-30.26000977
0.644,-29
0.645,-29.20349121
0.646,-29.03198242
0.647,-28.31256104
0.648,-27
0.649,-26.89916992
0.65,-26.24908447
0.651,-25.17932129
0.652,-24
0.653,-24.70281982
0.654,-25.4286499
0.655,-25.9251709
0.656,-26
0.657,-27.24243164
0.658,-27.65667725
0.659,-27.17132568
0.66,-26
0.661,-26.18804932
0.662,-26.06213379
0.663,-25.64141846
0.664,-25
0.665,-25.90911865
0.666,-26.42687988
0.667,-26.42437744
0.668,-26
0.669,-27.08581543
0.67,-27.94573975
0.671,-28.56994629
0.672,-29
0.673,-30.92230225
0.674,-32.24572754
0.675,-32.63647461
0.676,-32
0.677,-32.16595459
0.678,-31.42285156
0.679,-29.9286499
0.68,-28
0.681,-27.64581299
0.682,-27.07269287
0.683,-26.17645264
0.684,-25
0.685,-25.41101074
0.686,-25.66589355
0.687,-25.81494141
0.688,-26
0.689,-27.99523926
0.69,-29.72546387
0.691,-30.79754639
0.692,-31
0.693,-32.03540039
0.694,-32.09521484
0.695,-31.30505371
0.696,-30
0.697,-30.22595215
0.698,-30.20220947
0.699,-29.80090332
0.7,-29
0.701,-29.5871582
0.702,-29.74072266
0.703,-29.48461914
0.704,-29
0.705,-30.16436768
0.706,-31.03649902
0.707,-31.35644531
0.708,-31
0.709,-31.684021
0.71,-31.53674316
0.711,-30.56890869
0.712,-29
0.713,-28.81329346
0.714,-28.24676514
0.715,-27.26867676
0.716,-26
0.717,-26.3614502
0.718,-26.62426758
0.719,-26.8079834
0.72,-27
0.721,-28.9185791
0.722,-30.45684814
0.723,-31.21557617
0.724,-31
0.725,-31.54217529
0.726,-31.07202148
0.727,-29.76043701
0.728,-28
0.729,-27.90997314
0.73,-27.76989746
0.731,-27.48266602
0.732,-27
0.733,-28.01794434
0.734,-28.57598877
0.735,-28.54504395
0.736,-28
0.737,-28.80169678
0.738,-29.10571289
0.739,-28.8182373
0.74,-28
0.741,-28.50415039
0.742,-28.51379395
0.743,-27.98474121
0.744,-27
0.745,-27.37213135
0.746,-27.19671631
0.747,-26.36437988
0.748,-25
0.749,-25.09875488
0.75,-25.03924561
0.751,-24.95050049
0.752,-25
0.753,-26.94244385
0.754,-28.67315674
0.755,-29.76873779
0.756,-30
0.757,-31.05950928
0.758,-31.1362915
0.759,-30.34442139
0.76,-29
0.761,-29.12670898
0.762,-28.91998291
0.763,-28.22674561
0.764,-27
0.765,-27.0078125
0.766,-26.4354248
0.767,-25.34368896
0.768,-24
0.769,-24.41082764
0.77,-24.79290771
0.771,-25.01281738
0.772,-25
0.773,-26.42633057
0.774,-27.29840088
0.775,-27.46478271
0.776,-27
0.777,-27.79632568
0.778,-28.06195068
0.779,-27.76287842
0.78,-27
0.781,-27.63433838
0.782,-27.84222412
0.783,-27.58728027
0.784,-27
0.785,-27.97271729
0.786,-28.68225098
0.787,-29.02642822
0.788,-29
0.789,-30.31829834
0.79,-31.0010376
0.791,-30.87664795
0.792,-30
0.793,-30.27325439
0.794,-29.97064209
0.795,-29.15374756
0.796,-28
0.797,-28.37554932
0.798,-28.40032959
0.799,-27.93017578
0.8,-27
0.801,-27.46459961
0.802,-27.57568359
0.803,-27.37182617
0.804,-27
0.805,-28.25939941
0.806,-29.17004395
0.807,-29.45349121
0.808,-29
0.809,-29.55584717
0.81,-29.3147583
0.811,-28.36395264
0.812,-27
0.813,-27.2520752
0.814,-27.37817383
0.815,-27.29772949
0.816,-27
0.817,-28.19976807
0.818,-28.96569824
0.819,-29.19519043
0.82,-29
0.821,-30.27923584
0.822,-31.24023438
0.823,-31.80859375
0.824,-32
0.825,-33.54248047
0.826,-34.46655273
0.827,-34.60266113
0.828,-34
0.829,-34.54571533
0.83,-34.50335693
0.831,-33.92523193
0.832,-33
0.833,-33.64007568
0.834,-34.03405762
0.835,-34.12017822
0.836,-34
0.837,-35.55773926
0.838,-36.97631836
0.839,-38.14562988
0.84,-39
0.841,-41.13067627
0.842,-42.36206055
0.843,-42.33331299
0.844,-41
0.845,-40.33856201
0.846,-38.83813477
0.847,-36.88787842
0.848,-35
0.849,-35.29168701
0.85,-35.91729736
0.851,-36.57568359
0.852,-37
0.853,-38.72229004
0.854,-39.67852783
0.855,-39.72894287
0.856,-39
0.857,-39.44677734
0.858,-39.27661133
0.859,-38.43322754
0.86,-37
0.861,-36.87908936
0.862,-36.2956543
0.863,-35.2800293
0.864,-34
0.865,-34.34973145
0.866,-34.41223145
0.867,-33.97998047
0.868,-33
0.869,-33.27514648
0.87,-32.98907471
0.871,-32.16680908
0.872,-31
0.873,-31.41497803
0.874,-31.51531982
0.875,-31.07958984
0.876,-30
0.877,-29.99719238
0.878,-29.15307617
0.879,-27.42285156
0.88,-25
0.881,-23.91534424
0.882,-22.49060059
0.883,-20.78912354
0.884,-19
0.885,-19.06896973
0.886,-19.17730713
0.887,-19.18310547
0.888,-19
0.889,-20.25830078
0.89,-20.83209229
0.891,-20.41778564
0.892,-19
0.893,-18.53735352
0.894,-17.40405273
0.895,-15.7946167
0.896,-14
0.897,-13.96777344
0.898,-13.77185059
0.899,-13.14996338
0.9,-12
0.901,-12.12243652
0.902,-11.73858643
0.903,-10.94311523
0.904,-10
0.905,-10.88531494
0.906,-11.69226074
0.907,-12.13409424
0.908,-12
0.909,-12.90979004
0.91,-12.8684082
0.911,-11.81726074
0.912,-10
0.913,-9.544311523
0.914,-8.834350586
0.915,-7.948059082
0.916,-7
0.917,-7.799804688
0.918,-8.352600098
0.919,-8.430969238
0.92,-8
0.921,-8.88458252
0.922,-9.211547852
0.923,-8.900024414
0.924,-8
0.925,-8.337463379
0.926,-7.973144531
0.927,-6.808532715
0.928,-5
0.929,-4.622131348
0.93,-4.060119629
0.931,-3.462463379
0.932,-3
0.933,-4.453918457
0.934,-5.67956543
0.935,-6.257446289
0.936,-6
0.937,-6.709899902
0.938,-6.640258789
0.939,-5.966491699
0.94,-5
0.941,-5.710449219
0.942,-6.114990234
0.943,-5.916809082
0.944,-5
0.945,-5.208435059
0.946,-4.803771973
0.947,-3.966369629
0.948,-3
0.949,-3.849060059
0.95,-4.490783691
0.951,-4.587524414
0.952,-4
0.953,-4.573364258
0.954,-4.604309082
0.955,-4.309753418
0.956,-4
0.957,-5.573486328
0.958,-6.888122559
0.959,-7.45690918
0.96,-7
0.961,-7.286804199
0.962,-6.626281738
0.963,-5.358703613
0.964,-4
0.965,-4.684997559
0.966,-5.475830078
0.967,-6.004638672
0.968,-6
0.969,-7.134338379
0.97,-7.546691895
0.971,-7.38671875
0.972,-7
0.973,-8.401123047
0.974,-9.59161377
0.975,-10.20404053
0.976,-10
0.977,-10.69360352
0.978,-10.44885254
0.979,-9.428649902
0.98,-8
0.981,-8.23626709
0.982,-8.254333496
0.983,-7.855895996
0.984,-7
0.985,-7.572692871
0.986,-7.833496094
0.987,-7.912841797
0.988,-8
0.989,-9.869812012
0.99,-11.28771973
0.991,-11.74230957
0.992,-11
0.993,-10.93103027
0.994,-9.946777344
0.995,-8.461914063
0.996,-7
0.997,-7.631652832
0.998,-8.30291748
0.999,-8.536132813
1,-8
1.001,-8.38885498
1.002,-7.945800781
1.003,-6.978271484
1.004,-6
1.005,-7.151977539
1.006,-8.480834961
1.007,-9.559692383
1.008,-10
1.009,-11.31585693
1.01,-11.49291992
1.011,-10.59399414
1.012,-9
1.013,-8.896789551
1.014,-8.567016602
1.015,-7.93951416
1.016,-7
1.017,-7.54309082
1.018,-7.685058594
1.019,-7.438354492
1.02,-7
1.021,-8.305603027
1.022,-9.400695801
1.023,-10.01831055
1.024,-10
1.025,-11.03820801
1.026,-11.17999268
1.027,-10.41870117
1.028,-9
1.029,-8.993774414
1.03,-8.654968262
1.031,-7.966674805
1.032,-7
1.033,-7.594116211
1.034,-7.828369141
1.035,-7.604858398
1.036,-7
1.037,-7.896850586
1.038,-8.402099609
1.039,-8.418334961
1.04,-8
1.041,-9.009521484
1.042,-9.546569824
1.043,-9.521850586
1.044,-9
1.045,-9.851074219
1.046,-10.16235352
1.047,-9.846130371
1.048,-9
1.049,-9.562011719
1.05,-9.727722168
1.051,-9.497741699
1.052,-9
1.053,-10.11480713
1.054,-10.90411377
1.055,-11.20227051
1.056,-11
1.057,-12.1260376
1.058,-12.67736816
1.059,-12.59710693
1.06,-12
1.061,-12.79956055
1.062,-13.10693359
1.063,-12.82226563
1.064,-12
1.065,-12.51812744
1.066,-12.51654053
1.067,-11.96514893
1.068,-11
1.069,-11.55310059
1.07,-11.76464844
1.071,-11.55828857
1.072,-11
1.073,-11.95489502
1.074,-12.50488281
1.075,-12.52075195
1.076,-12
1.077,-12.72131348
1.078,-12.68579102
1.079,-11.74615479
1.08,-10
1.081,-9.463623047
1.082,-8.475097656
1.083,-7.219665527
1.084,-6
1.085,-6.809936523
1.086,-7.732543945
1.087,-8.520324707
1.088,-9
1.089,-10.79296875
1.09,-11.80810547
1.091,-11.85461426
1.092,-11
1.093,-11.20080566
1.094,-10.69641113
1.095,-9.55480957
1.096,-8
1.097,-8.042541504
1.098,-7.893859863
1.099,-7.522705078
1.1,-7
1.101,-8.143432617
1.102,-8.967346191
1.103,-9.266052246
1.104,-9
1.105,-9.973632813
1.106,-10.28710938
1.107,-9.905883789
1.108,-9
1.109,-9.562133789
1.11,-9.783081055
1.111,-9.592529297
1.112,-9
1.113,-9.775085449
1.114,-9.910400391
1.115,-9.271972656
1.116,-8
1.117,-8.16619873
1.118,-8.131591797
1.119,-8.025634766
1.12,-8
1.121,-9.833496094
1.122,-11.35845947
1.123,-12.14819336
1.124,-12
1.125,-12.7088623
1.126,-12.47381592
1.127,-11.45495605
1.128,-10
1.129,-10.19390869
1.13,-10.18267822
1.131,-9.800537109
1.132,-9
1.133,-9.610778809
1.134,-9.771057129
1.135,-9.505737305
1.136,-9
1.137,-10.18682861
1.138,-11.07495117
1.139,-11.39025879
1.14,-11
1.141,-11.68005371
1.142,-11.52154541
1.143,-10.54937744
1.144,-9
1.145,-8.917663574
1.146,-8.450744629
1.147,-7.477600098
1.148,-6
1.149,-5.89239502
1.15,-5.297546387
1.151,-4.25592041
1.152,-3
1.153,-3.559753418
1.154,-4.044006348
1.155,-4.243286133
1.156,-4
1.157,-4.965148926
1.158,-5.01776123
1.159,-3.981445313
1.16,-2
1.161,-1.203063965
1.162,0.026428223
1.163,1.506225586
1.164,3
1.165,2.578430176
1.166,2.270996094
1.167,2.370910645
1.168,3
1.169,2.350708008
1.17,2.322570801
1.171,2.924133301
1.172,4
1.173,3.614196777
1.174,3.723999023
1.175,4.517211914
1.176,6
1.177,6.251831055
1.178,7.073120117
1.179,8.39239502
1.18,10
1.181,9.93157959
1.182,10.14105225
1.183,10.82568359
1.184,12
1.185,11.74768066
1.186,11.87469482
1.187,12.3381958
1.188,13
1.189,12.01452637
1.19,11.49499512
1.191,11.78662109
1.192,13
1.193,13.21337891
1.194,14.13867188
1.195,15.53118896
1.196,17
1.197,16.45367432
1.198,15.88018799
1.199,15.63824463
1.2,16
1.201,15.29949951
1.202,15.50836182
1.203,16.5411377
1.204,18
1.205,17.6272583
1.206,17.11737061
1.207,16.53668213
1.208,16
1.209,13.92047119
1.21,12.55761719
1.211,12.24682617
1.212,13
1.213,12.81585693
1.214,13.39544678
1.215,14.55834961
1.216,16
1.217,15.67669678
1.218,15.48486328
1.219,15.57922363
1.22,16
1.221,14.9486084
1.222,14.40570068
1.223,14.45782471
1.224,15
1.225,14.10583496
1.226,13.7208252
1.227,14.00531006
1.228,15
1.229,14.91607666
1.23,15.73620605
1.231,17.50506592
1.232,20
1.233,21.09222412
1.234,22.42504883
1.235,23.81799316
1.236,25
1.237,23.98571777
1.238,22.71148682
1.239,21.35687256
1.24,20
1.241,16.93157959
1.242,14.26422119
1.243,12.2590332
1.244,11
1.245,8.723632813
1.246,7.443481445
1.247,7.254333496
1.248,8
1.249,7.6171875
1.25,7.790283203
1.251,8.34564209
1.252,9
1.253,7.764709473
1.254,6.573059082
1.255,5.622009277
1.256,5
1.257,2.975952148
1.258,1.583312988
1.259,0.951171875
1.26,1
1.261,-0.188903809
1.262,-0.736877441
1.263,-0.620910645
1.264,0
1.265,-0.876464844
1.266,-1.456359863
1.267,-1.77935791
1.268,-2
1.269,-4.009765625
1.27,-5.80847168
1.271,-7.170471191
1.272,-8
1.273,-10.03033447
1.274,-11.23565674
1.275,-11.51531982
1.276,-11
1.277,-11.68103027
1.278,-11.72503662
1.279,-11.12689209
1.28,-10
1.281,-10.24627686
1.282,-9.95715332
1.283,-9.130004883
1.284,-8
1.285,-8.66217041
1.286,-9.391845703
1.287,-10.18286133
1.288,-11
1.289,-13.42706299
1.29,-15.14154053
1.291,-15.69592285
1.292,-15
1.293,-15.05847168
1.294,-14.31860352
1.295,-13.15588379
1.296,-12
1.297,-12.83123779
1.298,-13.54766846
1.299,-13.69555664
1.3,-13
1.301,-13.19085693
1.302,-12.52258301
1.303,-11.29217529
1.304,-10
1.305,-10.77758789
1.306,-11.74328613
1.307,-12.57781982
1.308,-13
1.309,-14.5546875
1.31,-15.21832275
1.311,-14.95800781
1.312,-14
1.313,-14.3237915
1.314,-14.12469482
1.315,-13.32427979
1.316,-12
1.317,-12.05078125
1.318,-11.79309082
1.319,-11.36877441
1.32,-11
1.321,-12.49859619
1.322,-13.75585938
1.323,-14.33782959
1.324,-14
1.325,-14.49005127
1.326,-13.99530029
1.327,-12.69915771
1.328,-11
1.329,-11.08007813
1.33,-11.06573486
1.331,-10.74182129
1.332,-10
1.333,-10.76251221
1.334,-11.105896
1.335,-11.0880127
1.336,-11
1.337,-13.15258789
1.338,-15.55889893
1.339,-17.92498779
1.34,-20
1.341,-23.6461792
1.342,-26.53314209
1.343,-28.32910156
1.344,-29
1.345,-30.81756592
1.346,-31.8482666
1.347,-32.14526367
1.348,-32
1.349,-33.93371582
1.35,-36.12280273
1.351,-38.51300049
1.352,-41
1.353,-45.38311768
1.354,-49.02471924
1.355,-51.09417725
1.356,-51
1.357,-50.43713379
1.358,-47.30712891
1.359,-41.68200684
1.36,-34
1.361,-26.78985596
1.362,-18.45654297
1.363,-9.139038086
1.364,1
1.365,10.06066895
1.366,19.95819092
1.367,30.8805542
1.368,43
1.369,54.88989258
1.37,68.86572266
1.371,85.29614258
1.372,104
1.373,122.527832
1.374,141.7102051
1.375,160.4985352
1.376,178
1.377,192.1192627
1.378,205.0228271
1.379,217.2685547
1.38,229
1.381,238.0644531
1.382,245.663208
1.383,251.3137207
1.384,255
1.385,255.7219238
1.386,256.5919189
1.387,258.5167236
1.388,261
1.389,260.2950439
1.39,255.5684814
1.391,244.8336182
1.392,228
1.393,205.8768311
1.394,184.9177246
1.395,169.8538818
1.396,163
1.397,161.1270752
1.398,161.0614014
1.399,156.2020264
1.4,141
1.401,111.8652344
1.402,73.58825684
1.403,32.80639648
1.404,-3
1.405,-30.06085205
1.406,-44.66229248
1.407,-48.80932617
1.408,-47
1.409,-45.57592773
1.41,-45.18017578
1.411,-45.84899902
1.412,-46
1.413,-45.5859375
1.414,-41.65057373
1.415,-34.80633545
1.416,-27
1.417,-22.20422363
1.418,-19.47033691
1.419,-18.70019531
1.42,-19
1.421,-21.09613037
1.422,-21.93682861
1.423,-21.36895752
1.424,-20
1.425,-20.47991943
1.426,-20.91601563
1.427,-21.17468262
1.428,-21
1.429,-22.03393555
1.43,-21.88964844
1.431,-20.70605469
1.432,-19
1.433,-19.16210938
1.434,-19.20953369
1.435,-19.13226318
